OPPORTUNITY_NUMBER,OPPORTUNITY_TITLE,OPPORTUNITY_STATUS,POSTED_DATE,CLOSE_DATE,ARCHIVE_DATE,OPPORTUNITY_CATEGORY,FUNDING_CATEGORIES,AGENCY,OPPORTUNITY_URL,MATCHED_KEYWORDS,SUMMARY,FUNDING_DESCRIPTION
25-548,Accelerating Research Translation,Posted,09/26/2025,01/15/2026,,,,,,research; education; innovation; technology; infrastructure,The U.S. National Science Foundation (NSF) seeks to increase the scale and pace of advancing discoveries resulting from academic research into tangible solutions that benefit the public. The overarching goal for the Accelerating Research Translation (ART) program is to advance the U.S. scientific and economic leadershi...,"The U.S. National Science Foundation (NSF) seeks to increase the scale and pace of advancing discoveries resulting from academic research into tangible solutions that benefit the public. The overarching goal for the Accelerating Research Translation (ART) program is to advance the U.S. scientific and economic leadership by building capacity and increasing the number of robust translational research ecosystems in Institutions of Higher Education (IHEs) that span across the full geography of our nation.&#8239;Innovations can occur anywhere and can be opportunities for creating sustained impacts in every single region of the United States. Achieving translational outcomes as a mechanism to drive sustained economic impacts is the primary aim of the ""Accelerating Research Translation"" (ART) program. <a id=""_anchor_1"" name=""_msoanchor_1"" href=""https://www.nsf.gov/cgi-bin/good-bye?file:///C:/Users/hmehta/Desktop/ART%20Solicitation%20final/ART%2003-24-2025/ART%20solicitation_gln_pf%20clean%20document.docx#_msocom_1""></a>


 


Led by NSFs Directorate for Technology, Innovation and Partnerships (TIP) and in collaboration with other NSF directorates and the Office of Integrative Activities, the ART program seeks proposals involving institutional leadership; research translation programs, institutes or centers; technology transfer offices; units responsible for managing research intellectual property (IP); entrepreneurial training teams; and researchers from all scientific, technological and engineering fields in collaboration with one or more of the other target categories mentioned below.  This updated ART solicitation expands and builds upon its previous version, <a href=""https://new.nsf.gov/funding/opportunities/art-accelerating-research-translation/nsf23-558/solicitation"">NSF 23-558</a>, by implementing Tracks that address varying stages of capacity to accelerate research translation.


  


The ART program is aimed at providing resources that will ultimately facilitate a wide range of IHEs to achieve research translation, accelerate technology transfer, and create sustained economic and collective impacts across the U.S. It is understood that, like technology readiness levels (TRLs), there is no one measure or a combination of measures that can be used to describe the capacity of or measure the research translation readiness level (RTRL) for an IHE.  Some indicators that reflect on RTRL include volume of sustained basic and applied research as measured by research expenditures, robust technology transfer and entrepreneurship related activities (e.g. invention disclosures, patents, licenses, royalties, partnerships with industry, non-profits etc.).  Number of start-ups, resources for entrepreneurial and innovation education and training, the presence of a dedicated technology transfer office are also some of the other indicators that reflect on the RTRL.


 


Some of the criteria that may help identify the RTRL for an IHE are shown in Figure 1.  Typically, an IHE with low RTRL is likely to have very few patent, licensing, or start-ups related activities, while as these activities will be at a higher level for an IHE with a medium RTRL, whereas an IHE with high RTRL would likely have established tech transfer office with an an extensive record of technology transfer activities including patenting, licensing and creation of  startups, as well as extensive education, training, networking opportunities related to tech transfer and entrepreneurship. For the purpose of this solicitation, the illustration below provides some descriptors that may be useful in deciding which Track may be the best fit for a proposing organization. It is ultimately up to a proposing organization to determine which Track may present the best alignment for their submission.  

<div>
<div id=""_com_1"">

 

<img width=""640"" alt=""Fig 1 Final for URL _RTRL description May27 2025.jpeg"" src=""https://nsf.widen.net/content/e9ted4mhga/jpeg/Fig%201%20Final%20for%20URL%20_RTRL%20description%20May27%202025.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=oezdh0"">

 Fig 1: Research Translation Readiness Level

</div>
</div>

The ART program seeks proposals that have a blend of: (1) activities that will help build and/or strengthen the institutional infrastructure to sustainably grow the institutional capacity for research translation in the short and long terms; (2) educational/training opportunities, especially in engaged scholarship and experiential opportunities for students, postdoctoral researchers, and faculty, to become entrepreneurial leads (EL) and/or seek use-inspired- and/or technology transfer- and research translation-oriented careers in the public and/or private sectors; and (3) specific, research translation and technology transfer activities that offer immediate opportunities for transition to practice to create sustained economic and collective impacts. Importantly, NSFs definitions of research translation and technology transfer go beyond a traditional focus on lab-to-market pathways leading to new startups and small businesses; rather, NSF aims to grow capacity at IHEs to achieve the full range of translational impacts emanating from research discoveries and innovations by including civic entrepreneurship; informing standards-setting, policy, and regulatory bodies; scaling rigorous and engaging curricula, instructional material, and pedagogies; and more.


 


The ART program framework is built around five distinct Tracks that are interconnected. These Tracks are differentiated by the RTRL. Track 1 is designed and intended for IHEs that currently have a low to medium RTRL. The IHEs responding to Track 1 are expected to have on-going research that has potential and opportunity for innovation translation but the infrastructure and the ecosystem for creating such opportunities for research translation are very limited.  On the other hand, Track 2 is designed and intended for IHEs with some modest infrastructure and ecosystem that has a high volume of research but overall low level of research translation. Tracks 3 and 4 are designed and intended for IHEs or non-profits that have a significantly higher RTRL (or equivalent experience) and can create and deliver entrepreneurship-, technology transfer related education and training materials and offer related services to IHEs that have a much lower RTRL. Track 5 is designed and intended for providing support to an IHE that can coordinate research translation-related activities for teams across all the other Tracks.  


 


Track 1: Accelerating Technology Transfer (ACT)  

<ul type=""disc"">
<li>This is an opportunity for only IHEs that have a low to medium level of overall research and can demonstrate potential for identifying and acting on opportunities for economic benefits by starting to build capacity for innovation translation. A Track 1 award is expected to be up to a total of $3 million for a duration of 3 years. The proposal must be led by and focused on outcomes of one IHE. Subject to availability of funds and quality of proposals, NSF plans to make up to 20 awards under the ACT Track. ACT awardees demonstrating strong performance, as demonstrated by successfully meeting evaluation criteria during the award may have an opportunity to receive renewal support for up to 2 more years and total funding up to $1 million, subject to the availability of funds.</li>
</ul>

Track 2: Growing Capacity for Research Translation (GROW)   

<ul type=""disc"">
<li>This is an opportunity for only IHEs that currently have a high level of research with a modest research translation infrastructure in place but where the level of research translation remains relatively low. This Track 2 is aimed at IHEs that have a high potential and desire to substantially elevate the overall level of research translation to unleash innovation and create significant opportunities for sustained economic and collective impacts. The proposal must be led by and focused on outcomes of one IHE in partnership with one mentoring IHE with a high RTRL. A Track 2 award may be budgeted for up to a total of $6 million for a duration of 4 years. Subject to availability of funds and quality of proposals, NSF plans to make up to 10 awards under this Track.   </li>
</ul>

 Track 3: Technology Transfer Resource Centers (RESOURCE)   

<ul type=""disc"">
<li>The ART program aims to leverage the experience and resources of IHEs or non-profits with strong research translation capacity (and/or experience) to launch a network of regional Technology Transfer Resource Centers (RESOURCE) that promote regional technology transfer and technology development activities available to multiple IHEs in a region with low or emerging research capacity and little or no dedicated technology transfer or research translation resources.  A Track 3 award for a RESOURCE is expected to provide guidance, training, education, and services to other IHEs in a region who have a low RTRL. A Track 3 award is expected to be up to a total of $8 million for a duration of 4 years. Subject to availability of funds and quality of proposals, NSF plans to make up to 5 RESOURCE awards. Some awardees demonstrating strong performance, as demonstrated by successfully meeting evaluation criteria during the award, including progress toward self-sustainability, may have an opportunity to receive renewal support for up to 4 more years and additional funding of up to $2 million, subject to the availability of funds. As noted above, the lead IHE for this Track is expected to be an IHE with a very high RTRL or a non-profit with significant expertise related to technology transfer, entrepreneurship and related areas leading to sustained economic impacts.      </li>
</ul>

 Track 4: Education and Training (ET)    

<ul type=""disc"">
<li>

This nationally focused Track invites proposals from IHEs or non-profits with any combination of either a strong, vibrant and established research translation ecosystem, and/or demonstrated experience to develop, evaluate, and deploy educational and training resources related to entrepreneurship, technology transfer and related activities. The beneficiaries for these education and training resources to be developed will be lower RTRL IHEs located anywhere in the United States (including but not limited to Track 1 and Track 2 awardees). Track 4 awards may be budgeted up to a total of $3 million for a duration of 3 years. Subject to availability of funds and quality of proposals, NSF plans to make up to 4 ET awards. Some awardees demonstrating strong performance, as demonstrated by successfully meeting evaluation criteria during the award, including progress toward self-sustainability, may have an opportunity to receive renewal support for up to 2 more years and additional funding up to $2 million (subject to the availability of funds), to scale up the deployment and adoption of the developed resources and training materials nationally.

</li>
</ul>

Track 5: Coordinating Accelerating Research Translation (CART) 

<ul type=""disc"">
<li>This Track invites proposals from IHEs or non-profits for the creation of a unifying center that will facilitate the development of an integrated platform for coordinating, evaluating, and monitoring the progress being made by teams that are supported under both Tracks 1 and 2. The CART awardee would also coordinate activities to be carried out under awards pursuant to Tracks 3 and 4. The Track 5 CART cooperative agreement award may be budgeted up to a total of $3 million for a duration of 5 years. Subject to availability of funds and quality of proposals, NSF plans to make up to 2 awards under the CART Track. Some awardees demonstrating strong performance, as demonstrated by successfully meeting evaluation criteria during the award, including progress toward self-sustainability, may have an opportunity to receive renewal for up to 5 more years and additional funding up to $3 million, subject to the availability of funds. Proposals for this Track must be led by one IHE with a high RTRL with significant expertise and experience in areas related to technology transfer, intellectual property management, entrepreneurship as well as initiatives and programs directed at sustained economic and collective impacts. </li>
</ul>"
HHS-2025-ACF-OPRE-PH-0017,Tribal Early Childhood and Family Economic Well-being Research Center (TRC),Posted,09/25/2025,12/01/2025,,,,,,research,"The Office of Planning, Research, and Evaluation (OPRE) announces the availability of funds and requesting applications for the Tribal Early Childhood and Family Economic Well-being Research Center (TRC). The TRC will support relevant and actionable research, evaluation, and measurement of ACF-funded early childhood an...","The Office of Planning, Research, and Evaluation (OPRE) announces the availability of funds and requesting applications for the Tribal Early Childhood and Family Economic Well-being Research Center (TRC). The TRC will support relevant and actionable research, evaluation, and measurement of ACF-funded early childhood and family economic well-being programs that serve Native American communities. The TRC program areas include child care programs, Head Start/Early Head Start center and home-based programs, and Tribal TANF. The primary goals of the TRC are to (1) conduct relevant and actionable research, evaluation, and measurement of early childhood programs and family economic well-being initiatives in Native American communities; (2) serve as a hub for information and peer exchange to promote this research, evaluation, and measurement. The TRC""s information sharing and research activities will be constructed with input from Tribal program administrators and providers, Tribal leaders, researchers, and federal staff from the TRC program areas. It is anticipated the project will have a 60-month project period, with five 12-month budget periods. The estimated funding per budget period is $1,000,000."
G25AS00354,Cooperative Agreement for affiliated Partner with the Gulf Coast Cooperative Ecosystem Studies Unit (CESU),Posted,09/25/2025,10/30/2025,,,,,,research,"<p>U.S. Geological Survey""s (USGS) Great Lakes Science Center solicits research on ""Targeted Genomic Approaches for the Control of Invasive Plants in Terrestrial and Aquatic Ecosystems."" This project will be a collaborative effort to examine and develop RNAi-based treatments for invasive plants, specifically the non-na...","<p>U.S. Geological Survey""s (USGS) Great Lakes Science Center solicits research on ""Targeted Genomic Approaches for the Control of Invasive Plants in Terrestrial and Aquatic Ecosystems."" This project will be a collaborative effort to examine and develop RNAi-based treatments for invasive plants, specifically the non-native Phragmites australis (common reed) and Hydrocharis morsus-ranae (European frog-bit). Ongoing investments in this research generated primary genomic and transcriptomic data for Phragmites australis and Hydrocharis morsus-ranae, so there is now a foundation for the development of targeted species-specific treatments. In addition, no published studies have explored the non-target effects of RNAi constructs on plants closely related to invasive plants. Therefore, this collaborative project will develop and test RNAi-based constructs for these two invasive plants.</p>"
RFA-DA-26-020,Dynamic and Adaptable Infrastructure for Drug Development and Outreach to Aid the Research Community in Advancing Medication Repurposing and Repositioning Efforts for Substance Use Disorders (SUDs) (U54 - Clinical Trials Not Allowed),Posted,09/24/2025,01/28/2026,,,,,,research; infrastructure,This Notice of Funding Opportunity seeks applications to establish and operate a dynamic and adaptable drug development infrastructure to support the research community. The aim is to strengthen and expand the substance use disorder (SUD) drug development pipeline by accelerating the evaluation and validation of repurp...,"This Notice of Funding Opportunity seeks applications to establish and operate a dynamic and adaptable drug development infrastructure to support the research community. The aim is to strengthen and expand the substance use disorder (SUD) drug development pipeline by accelerating the evaluation and validation of repurposed and repositioned drugs. The Center and its team of subject matter experts will provide comprehensive drug development services to academic and biotech researchers at all stages of product development. By supporting various projects that address different SUD indications, the Center will contribute to reducing the burden of SUDs on individuals and communities. The services offered will include assistance in creating Target Product Profiles, Freedom-to-Operate analysis, intellectual property consultations, regulatory guidance, and technical pipeline support. Additionally, the Center will engage in outreach efforts to connect with the research community, solicit proposals, and implement processes to evaluate, select, and advance the projects focused on repurposing and repositioning medications for SUD treatment."
RFA-AI-25-012,Rational Design of Vaccines Against Hepatitis C Virus (U19 Clinical Trial Not Allowed),Posted,09/24/2025,11/07/2025,,,,,,research,"The purpose of this notice of funding opportunity (NOFO) is to solicit applications to participate in a consortium of Research Centers focused on designing, optimizing, evaluating, and developing broadly protective vaccines for hepatitis C virus to enable the advancement of vaccine candidates into clinical evaluation.","The purpose of this notice of funding opportunity (NOFO) is to solicit applications to participate in a consortium of Research Centers focused on designing, optimizing, evaluating, and developing broadly protective vaccines for hepatitis C virus to enable the advancement of vaccine candidates into clinical evaluation."
2025-NIST-CHIPS-CRDO-01,CHIPS Research and Development Office (CRDO) Broad Agency Announcement (BAA),Posted,09/24/2025,09/30/2029,,,,,,research; technology,"<p>NIST is soliciting proposals from eligible applicants for research, prototyping, and commercial solutions that advance microelectronics technology in the U.S., to be considered for funding by the CHIPS Research and Development Office (CRDO).</p>","<p>NIST is soliciting proposals from eligible applicants for research, prototyping, and commercial solutions that advance microelectronics technology in the U.S., to be considered for funding by the CHIPS Research and Development Office (CRDO).</p>"
RFA-RM-25-006,"Pilot Projects to Enhance the Human Virome Program (R03, Clinical Trials Not Allowed)",Posted,09/22/2025,11/24/2025,,,,,,research,"The Common FundHuman Virome Program(HVP) aims to extensively and comprehensively characterize the human virome and create tools, models, and methods that will enable an in-depth study of its variation and composition in relation to host factors and its influence on health and disease. The purpose of this NOFO is to sup...","The Common FundHuman Virome Program(HVP) aims to extensively and comprehensively characterize the human virome and create tools, models, and methods that will enable an in-depth study of its variation and composition in relation to host factors and its influence on health and disease. 
The purpose of this NOFO is to support small pilot projects that extend the goals of the HVP, including further validating, improving, and complementing existing and newly developed tools from the HVP program by leveraging human specimens collected from the cohorts under the program; samples from animals to promote the refinement, utilization, and translation of these tools to better serve the goals of the HVP program; expanding existing cohorts and/or biospecimen sampling sites for virome characterization; developing tools and methods to study the human virome; and defining interactions between the human virome and host. These pilot projects will encourage collaboration across the HVP and expand the consortium. Pilot projects should not overlap with existing HVP efforts. The R03 is intended to support small research projects that can be carried out in a short period of time with limited resources."
RFA-HD-26-001,Development of Novel or Improved Infertility Technologies (R61/R33 Clinical Trial Optional),Posted,09/22/2025,11/20/2025,,,,,,research,"The purpose of this notice of funding opportunity (NOFO) is to support and facilitate multidisciplinary research approaches for the development or improvement of technologies, including drugs, devices, products, or clinical practices designed to improve fertility outcomes in patients dealing with infertility, particula...","The purpose of this notice of funding opportunity (NOFO) is to support and facilitate multidisciplinary research approaches for the development or improvement of technologies, including drugs, devices, products, or clinical practices designed to improve fertility outcomes in patients dealing with infertility, particularly in the context of Assisted Reproductive Technologies (ART). This NOFO aims to position innovative and validated technologies for future clinical development."
PAR-25-450,"Clinical Trial Readiness for Rare Diseases, Disorders, and Syndromes (R21 Clinical Trial Not Allowed)",Posted,09/22/2025,07/20/2028,,,,,,research,This Notice of Funding Opportunity (NOFO) invites researchers to submit applications for support of clinical projects that address critical needs for clinical trial readiness in rare diseases. The initiative seeks applications that are intended to facilitate rare diseases research by enabling efficient and effective mo...,"This Notice of Funding Opportunity (NOFO) invites researchers to submit applications for support of clinical projects that address critical needs for clinical trial readiness in rare diseases. The initiative seeks applications that are intended to facilitate rare diseases research by enabling efficient and effective movement of candidate therapeutics or diagnostics toward clinical trials, and to increase their likelihood of success. This could be through the development and testing of rigorous biomarkers and clinical outcome assessment measures, or by defining the presentation and course of a rare disease to enable the design of upcoming clinical trials."
PAR-25-447,"NHLBI TOPMed: Omics Phenotypes of Heart, Lung, and Blood Disorders (X01 - Clinical Trial Not Allowed)",Posted,09/22/2025,05/08/2028,,,,,,research,"This Notice of Funding Opportunity (NOFO) invites applications to use NHLBI-funded TransOmics for Precision Medicine (TOPMed) program to generate a large volume of integrated genetic and multi-omics data to facilitate discovery of the molecular mechanisms of Heart, Lung, Blood, and Sleep (HLBS) disorders. No funding wi...","This Notice of Funding Opportunity (NOFO) invites applications to use NHLBI-funded TransOmics for Precision Medicine (TOPMed) program to generate a large volume of integrated genetic and multi-omics data to facilitate discovery of the molecular mechanisms of Heart, Lung, Blood, and Sleep (HLBS) disorders.  No funding will be provided under this NOFO. The genomic data and related phenotypic data will be deposited in a public NIH-designated controlled-access database such as the database for Genotypes and Phenotypes (dbGaP) and NHLBIs BioData Catalyst (BDC). The overall goal is to move from simply cataloguing genetic associations to understanding how genetic factors contribute to HLBS diseases at the molecular and cellular levels. This transformation will help move TOPMed from genetic Map to Mechanism with potential applications of AI and ML tool sets where possible, enabling functional genomics research that will accelerate mechanistic personalized medicine"
